content,language
"cami: Siete consapevoli tutti cosa succede durante lo stato d’emergenza, vero? Decreti legge uno dopo l’altro approvati in un ba…",it
Immagina essere no vax e filo russo. Praticamente la primula rossa,it
Oggi incontrato dopo due anni un amico di cui avevo perso le tracce. L'ho visto zoppicante Ciao come stai? Male. Ho avuto u…,it
"L'obbligo di vaccinazione anti Covid, imposto nel Regno Unito negli ultimi mesi solo per gli operatori della sanità, sa…",it
"ilaria: Ormai l'Italia è il paese del pensiero unico, della sacra inquisizione, del liberale che sventola la bandierina della…",it
Quindi ue e italia stanno inviando soldi e armi a ucraina fomentando una possibile guerra mondiale Erano quelli che per il…,it
"Vergogna #Giletti , un programma dopo l’altro sempre più giù, dai piu deliranti no vax ad esperti di geopolitica con…",it
Neanche il tempo di smettere di latrare minchiate criminali #novax e avete iniziato a ragliare da coglionazzi su #Donb…,it
Siamo passati da abbraccia un cinese ad odio un russo . Il tutto passando per ammazza un no-vax . Le persone buoneeeeh…,it
"fsi: Scusate, mi sorge un dubbio: un profugo ucraino in Italia va discriminato in quanto #novax o lasciato entrare ovunque se…",it
Da domani l'Hub vaccinale di Termini a Roma sarà anche destinato alla vaccinazione dei cittadini provenienti dall'Ucraina co…,it
"Sono passati dall'augurare la m●rte ai non vaccinati a chiedere la pace nel mondo, il tutto nell'arco di tre giorni.",it
Hauer_: Gli stessi fenomeni che c'avevano i cuggini con ictus immediato dopo il vaccino ora raccontano degli amici a Kiev che vi…,it
"Devo ritirare passaporto che sto aspettando da un mese. Avevo chiesto di inviarlo via assicurata, ma nulla.. mi scrivono ch…",it
"Guerra #Ucraina-Russia, Ricciardi: Servono grandi campagne vaccino anti #Covid per profughi .",it
"In quello che definite mondo libero, un ragazzino di 12 anni non può andare a scuola con l'autobus se non è vaccinato.",it
"Foto: #Dugin, l'ideologo di #Putin e #Savoini, l'ex portavoce di #Salvini con simpatie neonaziste, con loro chi troviam…",it
Hanno avvertito gli Ucraini che l'unione europea è quella cosa che ti vieta di lavorare se non fai un vaccino di una o più mu…,it
"Non è che i #novax sono anche #proPutin. È che esiste gente che osserva, si informa e ragiona con la propria testa e sci…",it
"Voto in plenaria sulla aggressione Russa all'Ucraina: 637 SI, 13 NO e 26 astenuti. Tra i NO quello della italiana ex leg…",it
Immagina essere no vax e filo russo. Praticamente la primula rossa,it
"Però qualcuno deve davvero spiegarmi perché tutti i novax, ma tutti tutti eh, sono pro Russia. Cosa lega le due cose?",it
"Dal Covid al Cremlino, le chat No Vax si danno alla propaganda russa (scopri la app) #RepSelezione",it
Novax ucraino &gt;&gt;&gt; vaccinato russo ?,it
"🆘ABBIAMO BISOGNO DI UNA ZAMPINA PER ACHILLE🆘 Giovedì va portato dal veterinario per il secondo vaccino, essere visitato…",it
L’imposizione del trattamento con queste sostanze alla popolazione è pura follia e deve essere fermata immediatamente. http…,it
"L'obbligo di vaccinazione anti Covid, imposto nel Regno Unito negli ultimi mesi solo per gli operatori della sanità, sa…",it
Solo il 25% degli Ucraini è stato vaccinato. Il resto ha rifiutato per una propria scelta. Ora molti di loro saranno acco…,it
"Tu con la foto con la mascherina, che in questi ultimi 2 anni hai vissuto nel panico, nell'odio x i novax, tu che non vai più…",it
Siamo passati da abbraccia un cinese ad odio un russo . Il tutto passando per ammazza un no-vax . Le persone buoneeeeh…,it
"salvaje: - Sono vaccinata, ma il s.greenpass è un obbrobrio giuridico -&gt;SEI UN NOVAX!1! - Condanno la guerra, sempre, come condann…",it
உன்னைத்தொட்டால் உன்னுள்ளத்தை நொருக்கமாட்டியோ!! என்னைப் போல பெண்ணைப்ப் பார்த்து மயங்க மாட்டியோ!!  #RaOne #chammakChallo #tamilLyrics,ta
"நதியா நதியா நயில் நதியா
…
இடை தான் கொடியா 
கொடி மேல் கனியா
#RDBurnam #HindMusic #TamilLyrics",ta
"உறக்கம் விற்று கனவுகள் வாங்கலையா?! #TamilLyrics RT @JanuShath: கனவுகள் விற்றுக் கவிதைகள் வாங்குவதும், கவிதைகள் விற்றுக் காதலை வாங்குவதுமாய்.",ta
மீண்டும் உன்னை காணும் மனமே ... வேண்டும் எனக்கே மனமே மனமே !!! #TamilLyrics,ta
உயிரை தொலைத்தேன் அது உன்னில் தானோ ... இது நான் காணும் கனவோ நிஜமோ...அன்பே உயிரை தொடுவேன் உன்னை தாலாட்டுதே பார்வைகள் ! #TamilLyrics,ta
ஒரு வீதி பத்தாதே. ஊரு பத்தாதே. நாம இறங்கி கலக்கதான் இந்த உலகம் பத்தாதே #Tamillyrics #NEPV,ta
"அழகளந்திடும் கருவிகள்
செயலிழந்திடும் அவளிடம்
அணியிலக்கணம் அசைவதை பார்த்தேன்! #TamilLyrics",ta
"கருவோடு வந்தது... 
தெருவோடு போனது... 
மெய்யென்று மேனியை யார் சொன்னது? 
வாழ்வே மாயம்... இந்த வாழ்வே மாயம்! #Vaali #TamilLyrics #RIP",ta
"அழகான மனைவி, அன்பான துணைவி, அமைந்தாலே பேரின்பமே... மடி மீது துயில, சரசங்கள் பயில, மோகங்கள் ஆரம்பமே... <3 #MyFavourite #TamilLyrics",ta
"ஒரே ஒரு பார்வை தந்தாலென்ன தேனே  
ஒரே ஒரு வார்த்தை சொன்னால் என்ன மானே
#TamilLyrics",ta
அவள் சிக்கெடுக்கும் கூந்தலுக்கு சீப்பாக இருப்பேன் #TamilLyrics,ta
ஓரிரு வார்த்தை தப்பாய் போனால் உதடு கடிப்பாய்… #TamilLyrics,ta
ஒவ்வொரு வாக்கியம் முடியும்போதும் புன்னகை செய்வாய்… #TamilLyrics,ta
"சிந்தனையில் வந்துவந்து போறா…
அவ சந்தனத்தில் செஞ்சுவெச்ச தேரா…
#TamilLyrics",ta
"என்ன நான் கேட்பேன் தெரியாதா… 
இன்னமும் என் மனம் புரியாதா…
#TamilLyrics",ta
"பெண் கூந்தல் மீது பூவாகட்டா?...
பூ கூந்தல் கலைத்து விளையாடட்டா?…
#TamilLyrics",ta
"உன் மேல் மற்றொரு பூ விழுந்தால்...
என்னால் தாங்க முடியாது…
#TamilLyrics",ta
"துலி துலி துலி மழையாய் வந்தலை…
#TamilLyrics",ta
"கைகள் தொடாமல் கண்களால் நெஞ்சை பந்தாடினாய்…
ரத்தம் வராமல் பார்வையால் என்னை துண்டாடினாய்…
#TamilLyrics",ta
"வெட்கம் பாடாத பூக்களை வண்டுகள் தொடாதடி..
#TamilLyrics",ta
"என்னானதோ , ஏதானதோ… 
கண்ணாடி போல் உடைந்திடும் மனது….
#TamilLyrics",ta
"ஒரு பாதி கதவு நீயடி… 
மரு பாதி கதவு நானடி…
#TamilLyrics",ta
"இருவரும் ஒரு முறை காண்போமா…
#TamilLyrics",ta
"புன்னகையில் தீ மூட்டி போனவளே…
#TamilLyrics",ta
"அடி உனக்கும் உனக்கும் எல்லாம் பிடிக்க என்னை ஏன் பிடிக்காது என்றாய் ?…
#TamilLyrics",ta
"வெண்ணிலவே வெண்ணிலவே விண்ணை தாண்டி வருவாயா…
#TamilLyrics",ta
"இவள்தானே எரிமலை அள்ளி…
மருதாணி போல் பூசியவள்…
#TamilLyrics",ta
"பல்லவன் சிற்பிகள் அன்று பண்ணிய சிற்பத்தில் ஒன்று...
பெண்ணென வந்தது இன்று சிலையே…
#TamilLyrics",ta
"இந்த அழகைக்கண்டு வியந்து போகிறேன்…
#TamilLyrics",ta
"சொல்ல நினைதேன் ஆனால் வார்த்தை இல்லை…
உன்னைவிட்டால் யாரும் எந்தன் சொந்தம் இல்லை!…
#TamilLyrics",ta
"கண் பார்க்கும் போதே பார்வையாலே கடத்தி சென்றாய்..
#TamilLyrics",ta
"மழை அழகா? வெயில் அழகா?…
கொஞ்சும் போது மழை அழகு…
கண்ணா நீ கோபப்பட்டால் வெயில் அழகு…
#TamilLyrics",ta
"சற்று தொலைவிலே அவள் முகம் பார்த்தேன்…
அங்கே தொலைந்தவன் நானே…
#TamilLyrics",ta
"கண்ணுக்குள் இமையாக இருக்கின்றாள் ...
நெஞ்சுக்குள் இசையாக துடிக்கின்றாள் ...
#TamilLyrics",ta
"என்னை காணும் பொது கண்ணை பார்த்து சொல்லு...
கண்ணே என் போலே நீயும் காதல் கொண்டாயா?…
#TamilLyrics",ta
"காலங்கள் சென்றாலும் அந்த வானம் போல் விழாதது...
#TamilLyrics",ta
நீ நின்ற இடமென்றால் விலையேறி போகாதோ... #TamilLyrics,ta
"லட்சம் பல லட்சம் பூக்கள் ஒன்றாக பூத்ததே...
#TamilLyrics",ta
"முடியாதுன்னு சொல்ல முடியாது...
முடியாதுன்னு சொல்லக் கூடாது...
#TamilLyrics",ta
"தேடித் தேடித் தேய்ந்தேனே மீண்டும் கண்முன் கண்டேனே பெண்ணே பெண்ணே..
#TamilLyrics",ta
"இருவரும் ஒரு முறை காண்போமா...
#TamilLyrics",ta
"அற்றை திங்கள் அன்னிலவில்...
நெற்றி தரள நீர் வடிய...
கொற்ற  பொய்கள் ஆடியவள் நீயா...
#TamilLyrics",ta
"அசையும் வளைவுகள் அதிசயமே...
#TamilLyrics",ta
"உலகில் ஏழல்ல அதிசயங்கள் வாய்பேசும் நீதான் எட்டாவததிசயமே...
#TamilLyrics",ta
"நிமிஷங்கள் ஒவ்வொன்றும் வருஷங்களாகும்
நீ என்னை நீங்கிச் சென்றாலே...
#TamilLyrics",ta
"வருஷங்கள் ஒவ்வொன்றும் நிமிஷங்கள் ஆகும்
நீ எந்தன் பக்கம் நின்றாலே...
#TamilLyrics",ta
"மெய்யாக நீ என்னை விரும்பாத போதும்
பொய் ஒன்று சொல் கண்ணே என் ஜீவன் வாழும்...
#TamilLyrics",ta
"ஒரு வண்ணத்துப்பூச்சி எந்தன் வழிதேடி வந்தது...
அதன் வண்ணங்கள் மட்டும் இன்று விரலோடு உள்ளது...
#TamilLyrics",ta
"உன் பேர் மெல்ல நான் சொன்னதும் 
என் வீட்டு ரோஜாக்கள் பூக்கின்றன...
#TamilLyrics",ta
"இவ்வுலகம் இருண்ட பின்னும் இருளாத பாகம் எது...
கதிர் வந்து பாயும் உந்தன் கண்களடி...
#TamilLyrics",ta
"மரணம் மீண்ட ஜனனம் நீ!...
#TamilLyrics",ta
"காதல் என்னும் மந்திரத்தின் மாயமென்ன...
கல்லும் முள்ளும் இப்போது பூவானதே...
#TamilLyrics",ta
"வானவில்லின் துண்டொன்று மண்ணில் வந்து...
யாருக்கும் சொல்லாமல் பெண்ணானதே...
#TamilLyrics",ta
"வெங்காட்டு பக்கக்கள்ளி சட்டென்று மொட்டுவிட...
செங்காட்டு சில்லிச்செடி சில்லென்று பூவெடுக்க...
#TamilLyrics",ta
"எனக்காகவே வந்தாய்
என் நிழல் போலவே நின்றாய்
உனைத் தோற்று நீ என்னை வென்றாயே...
#TamilLyrics",ta
"நீ தினம் சீரிச்சா போதுமேமே... 
வேறு எதுவும் வேணாமே...
#TamilLyrics",ta
"அவள் அழகைப் பாட ஒரு மொழி இல்லையே..
அளந்து பார்க்க பல விழி இல்லையே..
என்ன இருந்த போதும் அவள் எனதில்லையே..
மறந்து போ என் மனமே..
#TamilLyrics",ta
"இவள் கண்ணில் மிதப்பது என்ன கலையோ...
சிரிக்கும் போது சிலிர்த்து கொண்டேன்...
இவள் சிந்திய சிரிப்பினை மடியில் ஏந்தி கொண்டேன்...
#TamilLyrics",ta
"பிறந்த மண்ணை அள்ளி தின்றேன்... உன்னை காணும் முன்பு, 
நீ நடந்த மண்ணை அள்ளி தின்றேன்... உன்னை கண்ட பின்பு
#tamillyrics",ta
"என் வானத்தில் சில மாற்றங்கள்,
வெண்மேகத்தில் உன் உருவங்கள்,
என் காற்றிலே உன் சுவாசங்கள்,
நான் பறந்து போகிறேன்...
#tamillyrics",ta
"எங்கும் சாந்தி நிலவ வேண்டும். வாழ்வில் சக்தி ஓங்க வேண்டும்.
#peace #Tamil #Tamillyrics",ta
"RT RajiniNathan: எங்கும் சாந்தி நிலவ வேண்டும். வாழ்வில் சக்தி ஓங்க வேண்டும்.
#peace #Tamil #Tamillyrics",ta
